mlsno,area,soldprice,solddate,type,style,bdrm,wshrm,latitude,longitude,house_condo,maint,aptno,address
W3538826,Erin Mills,465000,2016-07-08,Condo Townhouse,2-Storey,3,2,43.5404814,-79.6914248,condo,364,66,"3339 Council Ring Rd, Mississauga"
W3540306,Malton,545400,2016-07-08,Semi-Detached,Backsplit 4,3,2,43.70991,-79.6404,house,,,"3331 Victory Cres, Mississauga"
W3540733,Malton,623000,2016-07-08,Detached,2-Storey,4,3,43.72799,-79.63836,house,,,"7545 Darcel Ave, Mississauga"
W3540736,East Credit,835000,2016-07-08,Detached,2-Storey,4,4,43.6159899,-79.70793,house,,,"891 Blyleven Blvd, Mississauga"
W3541498,Cooksville,538000,2016-07-08,Condo Townhouse,3-Storey,3,3,43.5703699,-79.63115,condo,206.4,18,"601 Shoreline Dr, Mississauga"
W3541865,Sheridan,720000,2016-07-08,Detached,Backsplit 3,3,3,43.52166,-79.6713,house,,,"2539 Homelands Dr, Mississauga"
W3541808,Fairview,950000,2016-07-08,Detached,2-Storey,4,4,43.57339,-79.63998,house,,,"3309 Pilcom Cres, Mississauga"
W3545096,Erin Mills,580000,2016-07-08,Semi-Detached,Backsplit 5,4,2,43.52947,-79.68699,house,,,"2786 Windjammer Rd, Mississauga"
W3546358,Clarkson,766500,2016-07-08,Detached,Bungalow,3,2,43.51049,-79.6197,house,,,"941 Fletcher Valley Cres, Mississauga"
W3543180,Rathwood,868000,2016-07-08,Detached,Bungalow,3,3,43.62039,-79.60669,house,,,"1245 Tynegrove Rd, Mississauga"
W3545266,Creditview,760000,2016-07-08,Detached,2-Storey,3,4,43.5735,-79.66176,house,,,"1005 Lucerne Cres, Mississauga"
W3545995,Mississauga Valleys,243000,2016-07-08,Condo Apt,Apartment,1,1,43.5936,-79.63123,condo,598,1709,"3695 Kaneff Cres, Mississauga"
W3454306,Sheridan,285000,2016-07-07,Condo Townhouse,Stacked Townhse,3,2,43.5285449,-79.650479,condo,570,216,"2095 Roche Crt, Mississauga"
W3490295,City Centre,294000,2016-07-07,Condo Apt,Apartment,2,2,43.5916048,-79.6344654,condo,544.18,404,"265 Enfield Pl, Mississauga"
W3504461,Erindale,290000,2016-07-07,Condo Apt,2-Storey,2,2,43.55854,-79.63812,condo,556,219,"1000 Cedarglen Gate, Mississauga"
W3509084,Mineola,1795000,2016-07-07,Detached,2-Storey,4,3,43.5606099,-79.59575,house,,,"1413 Milton Ave, Mississauga"
W3511713,Applewood,228000,2016-07-07,Condo Apt,Apartment,3,2,43.62182,-79.5879999,condo,676,201,"1660 Bloor St, Mississauga"
W3512660,Hurontario,295000,2016-07-07,Condo Apt,Apartment,1,1,43.6058,-79.65468,condo,350.63,1101,"75 Eglinton Ave, Mississauga"
W3514477,City Centre,301000,2016-07-07,Condo Apt,Apartment,1,2,43.58904,-79.6496,condo,470,520,"385 Prince Of Wales Dr, Mississauga"
W3521058,City Centre,322400,2016-07-07,Condo Apt,Apartment,1,1,43.58967,-79.6531,condo,279,Ph10,"339 Rathburn Rd, Mississauga"
W3526330,Sheridan,1032000,2016-07-07,Detached,Bungalow,3,1,43.52861,-79.66979,house,,,"2554 Liruma Rd, Mississauga"
W3528065,Lakeview,1555000,2016-07-07,Detached,Bungalow,3,2,43.56654,-79.56423,house,,,"613 Lakeside Ave, Mississauga"
W3528432,City Centre,268000,2016-07-07,Condo Apt,Apartment,1,1,43.58636,-79.64721,condo,415.52,3001,"4070 Confederation Pkwy, Mississauga"
W3528774,Erin Mills,585000,2016-07-07,Semi-Detached,Backsplit 5,3,4,43.53601,-79.68769,house,,,"2481 Spruce Needle Dr, Mississauga"
W3530854,City Centre,315000,2016-07-07,Condo Apt,Apartment,1,2,43.58811,-79.64813,condo,442.25,2803,"388 Prince Of Wales Dr, Mississauga"
W3533326,Cooksville,394600,2016-07-07,Condo Townhouse,Multi-Level,4,2,43.5856352,-79.6171758,condo,332.06,51,"3175 Kirwin Ave, Mississauga"
W3534614,Central Erin Mills,998000,2016-07-07,Detached,2-Storey,4,5,43.53193,-79.70353,house,,,"3705 Price Crt, Mississauga"
W3538207,City Centre,565000,2016-07-07,Condo Apt,Apartment,3,2,43.5897,-79.63302,condo,1041.35,112,"55 Elm Dr, Mississauga"
W3538058,Lisgar,740000,2016-07-07,Detached,2-Storey,4,3,43.5634,-79.75311,house,,,"3312 Lady Slipper Crt, Mississauga"
W3538839,Churchill Meadows,504000,2016-07-07,Condo Townhouse,Stacked Townhse,3,3,43.53589,-79.73327,condo,259.3,1,"5025 Ninth Line, Mississauga"
W3538969,Erin Mills,690000,2016-07-07,Detached,Backsplit 3,3,2,43.55201,-79.68462,house,,,"4051 Stonemason Cres, Mississauga"
W3539983,Mississauga Valleys,320000,2016-07-07,Condo Apt,Apartment,2,2,43.5915007,-79.6294942,condo,825.36,1911,"50 Elm Dr, Mississauga"
W3539980,Cooksville,389000,2016-07-07,Condo Townhouse,2-Storey,4,2,43.57341,-79.60075,condo,401.79,64,"2145 Sherobee Rd, Mississauga"
W3540054,East Credit,885000,2016-07-07,Detached,2-Storey,4,4,43.60056,-79.68877,house,,,"919 Preston Manor Dr, Mississauga"
W3539969,Applewood,915100,2016-07-07,Detached,Backsplit 4,4,3,43.61361,-79.5959,house,,,"3365 Lonefeather Cres, Mississauga"
W3541335,Malton,346000,2016-07-07,Condo Townhouse,2-Storey,3,2,43.72301,-79.6453499,condo,286.73,14,"7500 Goreway Dr, Mississauga"
W3541183,Applewood,895000,2016-07-07,Detached,Backsplit 4,4,3,43.60253,-79.60547,house,,,"634 Netherton Cres, Mississauga"
W3542824,Erin Mills,689900,2016-07-07,Att/Row/Twnhouse,2-Storey,3,3,43.55237,-79.69175,house,,,"2478 Colter Crt, Mississauga"
W3543561,Applewood,862000,2016-07-07,Detached,Sidesplit 4,3,3,43.61085,-79.61376,house,,,"872 Saddle Cres, Mississauga"
W3544231,City Centre,308000,2016-07-07,Condo Apt,Apartment,2,1,43.5863327,-79.6435049,condo,377.8,2506,"310 Burnhamthorpe Rd, Mississauga"
W3544229,Central Erin Mills,345000,2016-07-07,Condo Apt,2-Storey,2,2,43.56182,-79.71271,condo,779.43,410,"2565 Erin Centre Blvd, Mississauga"
W3545480,Streetsville,524900,2016-07-07,Condo Townhouse,3-Storey,3,3,43.6057599,-79.72885,condo,110,,"6625 Falconer Dr, Mississauga"
W3545461,Lakeview,660000,2016-07-07,Detached,2-Storey,3,1,43.57159,-79.5662,house,,,"1033 West Ave, Mississauga"
W3545927,Lorne Park,2720000,2016-07-07,Detached,2-Storey,5,7,43.52415,-79.60533,house,,,"797 Parkland Ave, Mississauga"
W3546454,City Centre,360000,2016-07-07,Condo Apt,Apartment,2,2,43.58165,-79.6481,condo,525.46,905,"3985 Grand Park Dr, Mississauga"
W3546794,Mineola,1362000,2016-07-07,Detached,2-Storey,4,3,43.5605,-79.59533,house,,,"1399 Milton Ave, Mississauga"
W3547371,Meadowvale,226500,2016-07-07,Condo Apt,Apartment,2,1,43.57954,-79.75744,condo,671.69,1013,"2900 Battleford Rd, Mississauga"
W3547891,Churchill Meadows,1155000,2016-07-07,Detached,2-Storey,4,5,43.5489,-79.72933,house,,,"3226 Alpaca Ave, Mississauga"
W3538509,Hurontario,350000,2016-07-07,Condo Townhouse,3-Storey,3,2,43.61569,-79.6632,condo,542,12,"45 Bristol Rd, Mississauga"
W3493170,City Centre,368000,2016-07-06,Comm Element Condo,Apartment,2,2,43.58811,-79.64813,condo,528.41,2008,"388 Prince Of Wales Dr Dr, Mississauga"
W3498938,City Centre,355000,2016-07-06,Condo Apt,Apartment,2,2,43.58898,-79.63077,condo,599.12,3009,"3515 Kariya Dr, Mississauga"
W3515294,Malton,222000,2016-07-06,Comm Element Condo,Apartment,2,2,43.72197,-79.64218,condo,283.79,511,"7405 Goreway Dr, Mississauga"
W3517714,Mississauga Valleys,279900,2016-07-06,Condo Apt,Apartment,3,2,43.59154,-79.62782,condo,779,807,"1580 Mississauga Valley Blvd, Mississauga"
W3525228,Hurontario,565000,2016-07-06,Condo Townhouse,2-Storey,3,3,43.602176,-79.6547119,condo,285.71,67,"4635 Regents Terr, Mississauga"
W3525769,Lakeview,755000,2016-07-06,Detached,Sidesplit 3,4,3,43.59448,-79.58178,house,,,"1041 Johnathan Dr, Mississauga"
W3527409,Cooksville,445000,2016-07-06,Condo Townhouse,Stacked Townhse,2,2,43.56864,-79.63043,condo,278.63,6,"645 Dundas St, Mississauga"
W3530223,Rathwood,920000,2016-07-06,Detached,2-Storey,4,4,43.63999,-79.59779,house,,,"1940 Bough Beeches Blvd, Mississauga"
W3534427,Hurontario,292000,2016-07-06,Condo Apt,Apartment,2,1,43.61652,-79.66285,condo,375.44,219,"101 Bristol Rd, Mississauga"
W3534010,Meadowvale,227500,2016-07-06,Condo Apt,Apartment,2,1,43.57954,-79.75744,condo,594.79,707,"2900 Battleford Rd, Mississauga"
W3535352,East Credit,664000,2016-07-06,Semi-Detached,2-Storey,3,4,43.59304,-79.68633,house,,,"5438 Bullrush Dr, Mississauga"
W3536195,Central Erin Mills,690000,2016-07-06,Att/Row/Twnhouse,2-Storey,3,3,43.5493499,-79.71427,house,,,"2786 Lindholm Cres, Mississauga"
W3538567,Meadowvale,299900,2016-07-06,Condo Townhouse,Stacked Townhse,3,2,43.58031,-79.75599,condo,400.04,6D,"2866 Battleford Rd, Mississauga"
W3537947,Erin Mills,470000,2016-07-06,Condo Townhouse,2-Storey,3,4,43.54967,-79.69002,condo,343,41,"4111 Arbour Green Dr, Mississauga"
W3537658,Malton,530000,2016-07-06,Semi-Detached,Backsplit 3,3,3,43.71007,-79.63948,house,,,"3344 Victory Cres, Mississauga"
W3538581,Erindale,715500,2016-07-06,Detached,Bungalow-Raised,3,2,43.56752,-79.64488,house,,,"3273 Strabane Dr, Mississauga"
W3537852,Clarkson,840000,2016-07-06,Detached,Backsplit 3,4,3,43.51132,-79.62099,house,,,"895 Fletcher Valley Cres, Mississauga"
W3540328,Meadowvale,730000,2016-07-06,Detached,2-Storey,4,3,43.58167,-79.76381,house,,,"6725 Ganymede Rd, Mississauga"
W3540670,City Centre,327000,2016-07-06,Comm Element Condo,Apartment,2,2,43.58472,-79.6417,condo,790.44,1505,"350 Webb Dr, Mississauga"
W3539890,Cooksville,475000,2016-07-06,Condo Townhouse,2-Storey,2,2,43.5703699,-79.63115,condo,206.4,29,"601 Shoreline Dr, Mississauga"
W3539740,Erin Mills,735000,2016-07-06,Detached,2-Storey,3,3,43.53273,-79.71436,house,,,"3354 Chartrand Cres, Mississauga"
W3541579,Cooksville,345000,2016-07-06,Condo Townhouse,3-Storey,2,2,43.56974,-79.63141,condo,243.6,7,"625 Shoreline Dr, Mississauga"
W3541840,Meadowvale Village,607000,2016-07-06,Semi-Detached,2-Storey,3,4,43.62502,-79.74182,house,,,"1468 Quest Circ, Mississauga"
W3543539,Mineola,850000,2016-07-06,Detached,Bungalow-Raised,3,1,43.56344,-79.5817,house,,,"209 Eaglewood Blvd, Mississauga"
W3542137,East Credit,875000,2016-07-06,Detached,2-Storey,4,4,43.59858,-79.70311,house,,,"5949 Couples St, Mississauga"
W3543144,Churchill Meadows,867000,2016-07-06,Detached,2-Storey,4,3,43.54323,-79.72653,house,,,"3335 Flagstone Dr, Mississauga"
W3542953,East Credit,1100000,2016-07-06,Detached,2-Storey,4,3,43.58222,-79.70119,house,,,"1693 Riverway Cres, Mississauga"
W3545684,Malton,505000,2016-07-06,Detached,Bungalow,2,2,43.70292,-79.64658,house,,,"3 Foster Rd, Mississauga"
W3545121,Erin Mills,650200,2016-07-06,Detached,Backsplit 4,3,2,43.53305,-79.68407,house,,,"3322 Kings Masting Cres, Mississauga"
W3545110,Malton,715000,2016-07-06,Detached,Bungaloft,3,4,43.71734,-79.64189,house,,,"3353 Jolliffe Ave, Mississauga"
W3480145,Lakeview,265000,2016-07-05,Condo Apt,Apartment,1,1,43.5867039,-79.5486767,condo,475.62,117,"1485 Lakeshore Rd, Mississauga"
W3481888,City Centre,217500,2016-07-05,Condo Apt,Apartment,0,1,43.5900192,-79.6473653,condo,255,509,"365 Prince Of Wales Dr, Mississauga"
W3500581,Hurontario,510000,2016-07-05,Comm Element Condo,3-Storey,3,3,43.60381,-79.6452599,condo,104,44,"80 Acorn Pl, Mississauga"
W3501274,Port Credit,839000,2016-07-05,Condo Apt,Apartment,2,2,43.5559,-79.58205,condo,893.77,1401,"1 Hurontario St, Mississauga"
W3509225,City Centre,325000,2016-07-05,Condo Apt,Apartment,1,1,43.58966827,-79.65309906,condo,272,1709,"339 Rathburn Rd, Mississauga"
W3511016,Central Erin Mills,265000,2016-07-05,Condo Apt,Apartment,1,1,43.5535382,-79.7115391,condo,379.29,107,"4900 Glen Erin Dr, Mississauga"
W3512805,Meadowvale,279000,2016-07-05,Condo Apt,Apartment,3,2,43.57682,-79.73911,condo,799.85,908,"2665 Windwood Dr, Mississauga"
W3516770,Cooksville,398000,2016-07-05,Condo Townhouse,3-Storey,3,2,43.5817655,-79.5870004,condo,220,51,"2035 Asta Dr, Mississauga"
W3517271,City Centre,338000,2016-07-05,Condo Apt,Apartment,2,2,43.59572,-79.635,condo,551.08,2309,"80 Absolute Ave, Mississauga"
W3521146,East Credit,520000,2016-07-05,Condo Townhouse,2-Storey,3,4,43.5947446,-79.6773612,condo,365,60,"5223 Fairford Cres, Mississauga"
W3521861,Lorne Park,1640000,2016-07-05,Detached,Backsplit 4,3,4,43.53854,-79.62746,house,,,"1291 Narva Crt, Mississauga"
W3524546,City Centre,258000,2016-07-05,Condo Apt,Apartment,1,1,43.58903885,-79.64959717,condo,425.64,1501,"385 Prince Of Wales Dr, Mississauga"
W3526280,Central Erin Mills,236000,2016-07-05,Condo Apt,Apartment,1,1,43.5615381,-79.7114027,condo,406,1011,"2545 Erin Centre Blvd, Mississauga"
W3529666,City Centre,330000,2016-07-05,Condo Apt,Apartment,1,2,43.5900192,-79.6473653,condo,442.35,408,"365 Prince Of Wales Dr, Mississauga"
W3530835,Meadowvale Village,582000,2016-07-05,Semi-Detached,2-Storey,3,3,43.62976,-79.72183,house,,,"6932 Elliott Parliament St, Mississauga"
W3533194,Mississauga Valleys,345000,2016-07-05,Condo Apt,Apartment,3,2,43.5915007,-79.6294942,condo,825,2008,"50 Elm Dr, Mississauga"
W3532246,Erin Mills,605000,2016-07-05,Semi-Detached,2-Storey,4,2,43.52872,-79.68821,house,,,"2674 Hortense Rd, Mississauga"
W3534548,Meadowvale,420000,2016-07-05,Condo Townhouse,Multi-Level,3,2,43.58526,-79.76308,condo,432.87,84,"6780 Formentera Ave, Mississauga"
W3532847,Erin Mills,455000,2016-07-05,Condo Townhouse,2-Storey,3,3,43.5266231,-79.7054894,condo,331,5,"3600 Colonial Dr, Mississauga"
W3532453,Erindale,640000,2016-07-05,Semi-Detached,Backsplit 4,4,3,43.56669,-79.64597,house,,,"3308 Strabane Dr, Mississauga"
W3533641,Cooksville,925000,2016-07-05,Detached,Backsplit 5,3,3,43.5873,-79.60097,house,,,"2464 Hensall St, Mississauga"
W3534596,Meadowvale,399000,2016-07-05,Condo Townhouse,3-Storey,3,2,43.57978,-79.74942,condo,300,38,"5878 Montevideo Rd, Mississauga"
W3536257,Churchill Meadows,630000,2016-07-05,Att/Row/Twnhouse,2-Storey,3,4,43.56074,-79.73715,house,,,"3032 Turbine Cres, Mississauga"
W3535427,Meadowvale Village,990000,2016-07-05,Detached,2-Storey,4,3,43.6326899,-79.71111,house,,,"495 Ramonet Dr, Mississauga"
W3535225,Hurontario,530000,2016-07-05,Condo Townhouse,3-Storey,3,3,43.61019,-79.64762,condo,198.84,46,"4950 Albina Way, Mississauga"
W3539092,Meadowvale,690000,2016-07-05,Detached,Backsplit 5,3,3,43.5824799,-79.77158,house,,,"3145 Harris Cres, Mississauga"
W3538739,Lisgar,503000,2016-07-05,Semi-Detached,2-Storey,3,2,43.5761899,-79.78194,house,,,"3890 Craighurst Ave, Mississauga"
W3539240,Erindale,579000,2016-07-05,Semi-Detached,Bungalow,3,3,43.55932,-79.66063,house,,,"3399 The Credit Woodlands , Mississauga"
W3538728,Applewood,806000,2016-07-05,Detached,2-Storey,4,2,43.60604,-79.59929,house,,,"1017 Flagship Dr, Mississauga"
W3538783,Rathwood,955000,2016-07-05,Detached,Bungalow,3,2,43.64102,-79.59035,house,,,"4161 Garnetwood Chse, Mississauga"
W3541100,Hurontario,589000,2016-07-05,Att/Row/Twnhouse,2-Storey,3,3,43.59652,-79.66597,house,,,"5027 Northern Lights Circ, Mississauga"
W3539778,Lisgar,745000,2016-07-05,Detached,2-Storey,3,3,43.56436,-79.7498899,house,,,"6002 Tenth Line, Mississauga"
W3539964,Erindale,1550000,2016-07-05,Detached,2-Storey,4,3,43.55907,-79.61941,house,,,"2185 Courrier Lane, Mississauga"
W3542582,City Centre,334000,2016-07-05,Condo Apt,Apartment,2,2,43.59192,-79.63436,condo,550.93,2010,"208 Enfield Pl, Mississauga"
W3542447,Mississauga Valleys,390100,2016-07-05,Condo Townhouse,2-Storey,3,2,43.59509,-79.60512,condo,365,23,"600 Silver Creek Blvd, Mississauga"
W3490193,Cooksville,2625000,2016-07-04,Detached,2-Storey,5,8,43.56263,-79.60758,house,,,"201 Dickson Park Cres, Mississauga"
W3501863,City Centre,324000,2016-07-04,Condo Apt,Apartment,2,2,43.58778,-79.64585,condo,611.31,911,"4090 Living Arts Dr, Mississauga"
W3504331,Cooksville,245000,2016-07-04,Condo Apt,Apartment,1,1,43.5801885,-79.6235365,condo,520.98,2101,"145 Hillcrest Ave, Mississauga"
W3507908,City Centre,340000,2016-07-04,Condo Apt,Apartment,2,2,43.58762,-79.6456199,condo,601.6,1405,"4080 Living Arts Dr, Mississauga"
W3512352,Hurontario,222000,2016-07-04,Condo Apt,Apartment,1,1,43.6023107,-79.6491832,condo,502.64,1001,"4450 Tucana Crt, Mississauga"
W3513584,City Centre,393750,2016-07-04,Condo Apt,Apartment,2,2,43.5863327,-79.6435049,condo,596,513,"310 Burnhamthorpe Rd, Mississauga"
W3521460,Central Erin Mills,700000,2016-07-04,Semi-Detached,2-Storey,3,4,43.56256,-79.73065,house,,,"2855 Westbury Crt, Mississauga"
W3520204,Clarkson,2375000,2016-07-04,Detached,2-Storey,4,5,43.52353,-79.60954,house,,,"1326 Contour Dr, Mississauga"
W3521978,Lakeview,800000,2016-07-04,Detached,Bungalow,2,2,43.5675,-79.56481,house,,,"904 Aviation Rd, Mississauga"
W3523520,Hurontario,434000,2016-07-04,Condo Apt,Apartment,2,2,43.6032847,-79.6500275,condo,850,803,"35 Kingsbridge Garden Circ, Mississauga"
W3523574,Erin Mills,828000,2016-07-04,Condo Townhouse,2-Storey,3,4,43.5457697,-79.6726365,condo,480,9,"2000 The Collegeway , Mississauga"
W3525570,Sheridan,170000,2016-07-04,Condo Apt,Apartment,2,1,43.52844,-79.6484399,condo,400.6,625,"2121 Roche Crt, Mississauga"
W3526616,City Centre,315000,2016-07-04,Condo Apt,Apartment,2,2,43.58472,-79.6417,condo,790.44,907,"350 Webb Dr, Mississauga"
W3527846,Malton,182000,2016-07-04,Condo Apt,Apartment,2,1,43.7143299,-79.6314699,condo,553,703,"3533 Derry Rd, Mississauga"
W3527478,East Credit,1043000,2016-07-04,Detached,2-Storey,4,4,43.61231,-79.70802,house,,,"6257 Culmore Cres, Mississauga"
W3528590,Churchill Meadows,292000,2016-07-04,Condo Townhouse,Stacked Townhse,1,1,43.5481399,-79.71812,condo,139.48,65,"3056 Eglinton Ave, Mississauga"
W3529938,Rathwood,295000,2016-07-04,Condo Apt,Apartment,2,2,43.62836,-79.60579,condo,764.98,208,"1500 Grazia Crt, Mississauga"
W3534886,Meadowvale,594000,2016-07-04,Detached,2-Storey,3,3,43.57637,-79.75552,house,,,"6523 Edenwood Dr, Mississauga"
W3532097,City Centre,285000,2016-07-04,Condo Apt,Apartment,2,1,43.58355,-79.64277,condo,542.49,2406,"400 Webb Dr, Mississauga"
W3533088,Lakeview,761889,2016-07-04,Detached,Bungalow,2,1,43.57992,-79.5651,house,,,"985 Pelham Ave, Mississauga"
W3532483,Streetsville,393000,2016-07-04,Condo Townhouse,2-Storey,3,2,43.6004336,-79.7276735,condo,361.01,22,"98 Falconer Dr, Mississauga"
W3532915,Meadowvale,525000,2016-07-04,Att/Row/Twnhouse,2-Storey,3,2,43.5872699,-79.77579,house,,,"3103 Augusta Dr, Mississauga"
W3532856,Hurontario,625000,2016-07-04,Att/Row/Twnhouse,2-Storey,3,3,43.6220799,-79.64767,house,,,"515 Lumberton Cres, Mississauga"
W3534185,Lorne Park,735000,2016-07-04,Condo Townhouse,3-Storey,3,4,43.5347196,-79.6077017,condo,300.05,1A,"1064 Queen St, Mississauga"
W3532684,Hurontario,820000,2016-07-04,Detached,2-Storey,4,3,43.60837,-79.68077,house,,,"542 Langport Crt, Mississauga"
W3533294,Lorne Park,1150000,2016-07-04,Detached,Sidesplit 4,3,1,43.53198,-79.60963,house,,,"1049 Lorne Park Rd, Mississauga"
W3533865,City Centre,271000,2016-07-04,Condo Apt,Apartment,1,1,43.59192,-79.63436,condo,418.74,3502,"208 Enfield Pl, Mississauga"
W3534147,City Centre,275000,2016-07-04,Condo Apt,Apartment,1,1,43.5863104,-79.6477707,condo,435.36,3405,"4065 Brickstone Mews, Mississauga"
W3534905,East Credit,555000,2016-07-04,Condo Townhouse,2-Storey,4,3,43.6009294,-79.7102282,condo,403.04,1,"6050 Bidwell Tr, Mississauga"
W3533693,Cooksville,660000,2016-07-04,Condo Townhouse,3-Storey,3,4,43.5715,-79.61681,condo,195,3,"230 Paisley Blvd, Mississauga"
W3533833,Churchill Meadows,670000,2016-07-04,Semi-Detached,2-Storey,3,3,43.54148,-79.72862,house,,,"5142 Preservation Circ, Mississauga"
W3535213,Meadowvale Village,926250,2016-07-04,Detached,2-Storey,4,4,43.63346,-79.73013,house,,,"868 Spinning Wheel Cres, Mississauga"
W3537269,East Credit,690000,2016-07-04,Semi-Detached,2-Storey,3,3,43.6023834,-79.6919266,house,,,"952 Francine Cres, Mississauga"
W3538576,Central Erin Mills,555000,2016-07-04,Condo Townhouse,2-Storey,3,3,43.5559374,-79.7028287,condo,378.49,,"2275 Credit Valley Rd, Mississauga"
W3539191,Clarkson,630000,2016-07-04,Detached,2-Storey,4,4,43.52626,-79.61581,house,,,"1389 Andros Blvd, Mississauga"
W3538710,Lisgar,849000,2016-07-04,Detached,2-Storey,3,3,43.5735,-79.7656,house,,,"6464 Snow Goose Lane, Mississauga"
W3539031,Sheridan,740000,2016-07-04,Detached,2-Storey,4,3,43.52559,-79.66803,house,,,"2467 Woking Cres, Mississauga"
W3539006,Lorne Park,760000,2016-07-04,Link,2-Storey,4,4,43.5332491,-79.6107335,house,,,"1132 Queen St, Mississauga"
W3539028,Erin Mills,920000,2016-07-04,Detached,2-Storey,4,4,43.55622,-79.67568,house,,,"3962 Strathroy Crt, Mississauga"
W3540299,Hurontario,403500,2016-07-04,Condo Apt,Apartment,2,2,43.60316,-79.65116,condo,909.22,510,"55 Kingsbridge Garden Circ, Mississauga"
W3539737,Hurontario,660000,2016-07-04,Att/Row/Twnhouse,3-Storey,4,4,43.61817,-79.64104,house,,,"729 Candlestick Circ, Mississauga"
W3540904,Lisgar,540000,2016-07-04,Semi-Detached,2-Storey,3,3,43.57526,-79.78756,house,,,"3988 Stoneham Way, Mississauga"
W3541465,Erindale,288000,2016-07-04,Condo Apt,Apartment,2,2,43.55942,-79.63948,condo,643.73,420,"1001 Cedarglen Gate, Mississauga"
W3453964,Mississauga Valleys,245000,2016-07-03,Condo Apt,Apartment,2,1,43.5922057,-79.63124041,condo,720,1208,"3590 Kaneff Cres, Mississauga"
W3479910,City Centre,348000,2016-07-03,Condo Apt,Apartment,2,2,43.58165,-79.6481,condo,480,1701,"3985 Grand Park Dr, Mississauga"
W3488992,Applewood,165000,2016-07-03,Condo Apt,Bachelor/Studio,1,1,43.60985,-79.59098,condo,452.11,1106,"3145 Queen Frederica Dr, Mississauga"
W3494715,Applewood,235000,2016-07-03,Condo Apt,Apartment,3,2,43.62182,-79.5879999,condo,670.07,702,"1660 Bloor St, Mississauga"
W3500279,Erin Mills,320000,2016-07-03,Condo Apt,Apartment,1,1,43.54426,-79.66806,condo,448,106,"1800 The Collegeway , Mississauga"
W3499840,Streetsville,1583000,2016-07-03,Detached,2-Storey,4,4,43.60114,-79.72483,house,,,"2 Colbert Gdns, Mississauga"
W3510112,Lorne Park,2080000,2016-07-03,Detached,2-Storey,4,6,43.53168,-79.63522,house,,,"1577 Camelford Rd, Mississauga"
W3511357,Sheridan,1690000,2016-07-03,Detached,2-Storey,4,6,43.54651,-79.62623,house,,,"2051 Beaverbrook Way, Mississauga"
W3518423,City Centre,18000,2016-07-03,Parking Space,Other,0,0,43.58701,-79.64057,condo,6,A72,"3880 Duke Of York Blvd, Mississauga"
W3520798,Churchill Meadows,571000,2016-07-03,Condo Townhouse,3-Storey,3,4,43.55992,-79.73875,condo,397.99,6,"3265 Thomas St, Mississauga"
W3518883,Lorne Park,1560000,2016-07-03,Detached,2-Storey,4,4,43.5501099,-79.59881,house,,,"1233 Kane Rd, Mississauga"
W3522152,Cooksville,680000,2016-07-03,Semi-Detached,Backsplit 5,4,3,43.56213,-79.62539,house,,,"2391 Culver Way, Mississauga"
W3523467,City Centre,275000,2016-07-03,Condo Apt,Apartment,1,1,43.5900192,-79.6473653,condo,364.37,307,"365 Prince Of Wales Dr , Mississauga"
W3524660,Erindale,999998,2016-07-03,Detached,Bungalow,3,3,43.55969,-79.66874,house,,,"3597 Burnbrae Dr, Mississauga"
W3526867,Applewood,256000,2016-07-03,Condo Apt,Apartment,3,2,43.62179,-79.58995,condo,552.44,513,"1625 Bloor St, Mississauga"
W3525872,Applewood,750000,2016-07-03,Detached,Backsplit 4,3,2,43.60663,-79.60377,house,,,"946 Bloor St, Mississauga"
W3527416,City Centre,257000,2016-07-03,Condo Apt,Apartment,1,1,43.58636,-79.64721,condo,403.35,701,"4070 Confederation Pkwy, Mississauga"
W3529054,Lisgar,921000,2016-07-03,Detached,2-Storey,4,3,43.57961,-79.77632,house,,,"3302 Bloomfield Dr, Mississauga"
W3527880,Erindale,1050000,2016-07-03,Detached,2-Storey,4,4,43.55359,-79.64228,house,,,"2529 Annelyn Crt, Mississauga"
W3528699,Applewood,720000,2016-07-03,Detached,Bungalow,3,3,43.61123,-79.59936,house,,,"1144 Bloor St, Mississauga"
W3530739,Meadowvale,610000,2016-07-03,Detached,2-Storey,3,4,43.5685,-79.7465,house,,,"6045 Fullerton Cres, Mississauga"
W3529937,East Credit,908000,2016-07-03,Detached,2-Storey,5,4,43.58049,-79.68971,house,,,"1515 Princelea Pl, Mississauga"
W3532200,Cooksville,248000,2016-07-03,Condo Apt,Multi-Level,2,1,43.5801885,-79.6235365,condo,509.67,1115,"145 Hillcrest Ave, Mississauga"
W3532653,Meadowvale,365000,2016-07-03,Condo Townhouse,3-Storey,3,2,43.58965,-79.75748,condo,358.16,45,"2651 Aquitaine Ave, Mississauga"
W3532857,Cooksville,343000,2016-07-03,Condo Apt,Apartment,3,2,43.5801885,-79.6235365,condo,640,1204,"145 Hillcrest Ave, Mississauga"
W3533521,City Centre,424900,2016-07-03,Condo Apt,Apartment,2,2,43.5865653,-79.6481343,condo,563,2603,"4099 Brickstone Mews, Mississauga"
W3532501,Sheridan,519000,2016-07-03,Semi-Detached,2-Storey,4,2,43.5215,-79.66974,house,,,"2513 Glamworth Cres, Mississauga"
W3536788,Cooksville,570000,2016-07-03,Condo Townhouse,2-Storey,3,3,43.57921,-79.62654,condo,200,13,"3190 Pinto Pl, Mississauga"
